Gene,Distance,boxcox-transformed distance,Z,FC,p-value,adjusted p-value
PPM1B,1.9454494e-07,-12.958958625793457,2.0476392074419993,5.500351,0.019012657554522652,1.0
TBCD,1.9342244e-07,-12.962984085083008,2.038505883985779,5.4370613,0.019713810126580654,1.0
DOCK4,1.9204514e-07,-12.9679536819458,2.027230416435349,5.3599052,0.020604893207989524,1.0
DENND5A,1.8962511e-07,-12.976771354675293,2.0072240888645814,5.225673,0.02225582995469065,1.0
RPL38,1.8619419e-07,-12.989461898803711,1.9784306429437277,5.0382853,0.024793019881089444,1.0
SNRNP70,1.847004e-07,-12.9950590133667,1.9657314068943186,4.957768,0.025973712483101617,1.0
ELMO1,1.804628e-07,-13.011180877685547,1.9291526736492575,4.732885,0.029591212088087546,1.0
LINC02232,1.8029533e-07,-13.011825561523438,1.9276899570758377,4.7241044,0.02974266855520459,1.0
LARP4B,1.8026203e-07,-13.011954307556152,1.9273978465175363,4.7223597,0.02977286015620711,1.0
LPCAT2,1.7584212e-07,-13.029187202453613,1.8882983073434307,4.49362,0.03402156455458371,1.0
SRGN,1.7545483e-07,-13.030716896057129,1.8848276011544287,4.4738474,0.034417409247153495,1.0
AOAH,1.7464903e-07,-13.033910751342773,1.8775810955266434,4.4328485,0.03525362682259845,1.0
FDFT1,1.738305e-07,-13.03717041015625,1.8701852889468376,4.391395,0.03612074541930761,1.0
CD14,1.732489e-07,-13.039495468139648,1.8649099886421077,4.362059,0.036747861496768064,1.0
CFLAR,1.7231552e-07,-13.043243408203125,1.8564063257226702,4.315184,0.037773683125835664,1.0
STK32B,1.7084717e-07,-13.049178123474121,1.8429411108759377,4.2419553,0.039436723760500045,1.0
ATP6V1A,1.6977026e-07,-13.053563117980957,1.8329920416383871,4.1886473,0.040695557317053495,1.0
STK38L,1.6884478e-07,-13.057353973388672,1.8243910085328492,4.1431036,0.041804456618703974,1.0
ANXA4,1.673522e-07,-13.063508987426758,1.8104259600641344,4.0701776,0.04364668624240408,1.0
CH25H,1.6712245e-07,-13.064460754394531,1.808266505714618,4.05901,0.04393624992391091,1.0
CXADR,1.665187e-07,-13.066969871520996,1.802573595500613,4.0297356,0.04470494753867216,1.0
ATE1,1.6582167e-07,-13.069876670837402,1.7959783882287441,3.9960701,0.045606482589191914,1.0
ABCA1,1.6533247e-07,-13.071924209594727,1.791332748460797,3.9725266,0.04624832999261591,1.0
HSPA1B,1.6492385e-07,-13.073638916015625,1.7874422685806064,3.9529145,0.046790263482342664,1.0
EPC2,1.6479204e-07,-13.074193000793457,1.7861851112889542,3.9465988,0.04696620506938407,1.0
RELCH,1.6474749e-07,-13.074380874633789,1.7857588462520257,3.9444654,0.0470257935039042,1.0
LINC02798,1.6307271e-07,-13.081459999084473,1.7696970931092817,3.8646762,0.04931270709557961,1.0
CLSTN1,1.6231462e-07,-13.084687232971191,1.7623748551145293,3.8288276,0.050378158964269386,1.0
GTF2F2,1.6150297e-07,-13.088159561157227,1.754496525168048,3.7906313,0.05154020616875914,1.0
RPL7A,1.6090944e-07,-13.090709686279297,1.7487105723317693,3.762821,0.05240409721280992,1.0
ATXN7,1.6053265e-07,-13.09233283996582,1.7450278155152597,3.7452195,0.0529587721090651,1.0
ARHGAP18,1.5940442e-07,-13.097216606140137,1.733947088337031,3.6927617,0.05464906117699,1.0
RAD50,1.575477e-07,-13.105327606201172,1.7155441231640498,3.607237,0.05752861958302761,1.0
COLGALT1,1.5742489e-07,-13.105867385864258,1.7143194226010978,3.6016154,0.05772345437293249,1.0
TLR5,1.5590273e-07,-13.112591743469238,1.6990625963301171,3.5323029,0.06018414335341841,1.0
VPS13D,1.556087e-07,-13.113898277282715,1.6960982151088375,3.518992,0.06066933709974725,1.0
LAPTM5,1.5531064e-07,-13.115224838256836,1.6930883944673776,3.5055242,0.061164487908698266,1.0
RBMS1,1.5524031e-07,-13.115538597106934,1.6923765102178878,3.50235,0.06128180944584074,1.0
ANKRD17,1.5243006e-07,-13.12817668914795,1.6637020723022682,3.3766944,0.06612455148784502,1.0
ARRB1,1.5160418e-07,-13.131933212280273,1.6551789353456106,3.3402033,0.06760625606393657,1.0
PARP8,1.5137081e-07,-13.132999420166016,1.6527598271664932,3.3299277,0.06802986566684013,1.0
RNF150,1.5108866e-07,-13.134288787841797,1.6498343940196536,3.3175251,0.06854494148076337,1.0
AHI1,1.5095158e-07,-13.134917259216309,1.6484084617387607,3.3115082,0.06879632681897355,1.0
SRGAP1,1.5013406e-07,-13.138671875,1.6398896523459299,3.2757366,0.07031135783682697,1.0
MIA3,1.4930652e-07,-13.14249324798584,1.631219378219165,3.2397242,0.07187273802421301,1.0
FAU,1.4832266e-07,-13.147063255310059,1.6208505352904259,3.1971684,0.07376588668606147,1.0
NFX1,1.4731997e-07,-13.151751518249512,1.6102133834044325,3.1540875,0.07573702191699119,1.0
FAM13A,1.4710314e-07,-13.152769088745117,1.6079046281028957,3.14481,0.07616887323522538,1.0
RAB7A,1.4576287e-07,-13.159093856811523,1.5935544264536057,3.0877657,0.07888305360957619,1.0
KMT2A,1.450782e-07,-13.162346839904785,1.5861737663471933,3.0588264,0.08029964562445978,1.0
SF3B1,1.4455905e-07,-13.164823532104492,1.580554424718242,3.0369742,0.08138749075909474,1.0
LARP4,1.4407229e-07,-13.167153358459473,1.5752683055039451,3.0165563,0.08241830975306198,1.0
DNMT3A,1.4404785e-07,-13.16727066040039,1.575002160328604,3.0155327,0.08247035324704637,1.0
CMTM6,1.433899e-07,-13.170432090759277,1.5678292232858724,2.9880483,0.0838812092978244,1.0
DDX46,1.4325998e-07,-13.171058654785156,1.5664076185688063,2.9826362,0.08416208901789074,1.0
KIF1B,1.4253676e-07,-13.174553871154785,1.5584773578564046,2.9525979,0.08573963011324787,1.0
SERF2,1.4248518e-07,-13.174803733825684,1.5579104469951088,2.9504611,0.08585305675919172,1.0
ITPR2,1.4150748e-07,-13.179557800292969,1.5471239941570947,2.9101098,0.08802588389002473,1.0
FAM110B,1.4149575e-07,-13.179615020751953,1.546994167242294,2.909627,0.08805223923067569,1.0
IRAK3,1.4094066e-07,-13.182329177856445,1.5408360439169202,2.8868427,0.08930578097745169,1.0
PAG1,1.405298e-07,-13.184344291687012,1.5362639727340268,2.8700364,0.09024283083552465,1.0
CASK,1.4009444e-07,-13.18648624420166,1.5314041185566587,2.8522813,0.09124437643240714,1.0
CCM2,1.398261e-07,-13.187809944152832,1.5284007892609388,2.8413649,0.09186615170509858,1.0
CPEB2,1.3982081e-07,-13.187835693359375,1.5283423671492784,2.84115,0.09187843312109217,1.0
KLHDC1,1.3959395e-07,-13.188956260681152,1.5257999234011006,2.8319378,0.09240679855197954,1.0
ICE1,1.3821203e-07,-13.195822715759277,1.510220693625032,2.7761455,0.09567818572681133,1.0
LATS1,1.3807428e-07,-13.196510314941406,1.5086606068655117,2.7706146,0.09600928976731637,1.0
TFB1M,1.3786963e-07,-13.197534561157227,1.5063367050905816,2.7624075,0.09650291012987836,1.0
RHEB,1.3768492e-07,-13.19845962524414,1.504237836634639,2.7550106,0.09695017363247899,1.0
FRMD4A,1.3759598e-07,-13.198904991149902,1.5032273504811078,2.7514522,0.09716614026748417,1.0
LDLRAD4,1.3748004e-07,-13.19948673248291,1.5019074435139688,2.7468178,0.0974481972312083,1.0
SNX14,1.3601951e-07,-13.206854820251465,1.4851900644514817,2.6887655,0.1010580801693418,1.0
HMG20A,1.3591358e-07,-13.207392692565918,1.4839696914523564,2.6845791,0.10132399298966388,1.0
HPGDS,1.3587928e-07,-13.207566261291504,1.483575883144128,2.6832242,0.1014102198738288,1.0
EPB41,1.3576015e-07,-13.208171844482422,1.4822018816291553,2.6785214,0.10171012587357944,1.0
ATXN7L1,1.3541371e-07,-13.20993423461914,1.4782032126532976,2.6648688,0.10258628182724162,1.0
STX18,1.3505861e-07,-13.211745262145996,1.4740941907998595,2.6509106,0.10349059736152412,1.0
SLC9A9,1.3504439e-07,-13.211817741394043,1.4739297433744456,2.6503522,0.10352695411389792,1.0
PIK3R5,1.3497707e-07,-13.212162017822266,1.4731486181037288,2.6477106,0.10369914754408668,1.0
USP48,1.3488938e-07,-13.212610244750977,1.4721316406044576,2.6442714,0.10392379540261718,1.0
CRK,1.3479814e-07,-13.2130765914917,1.4710735512488329,2.6406956,0.10415793210732463,1.0
ZBTB44,1.3452899e-07,-13.214454650878906,1.4679468863840526,2.6301606,0.10485110929225566,1.0
MBNL2,1.3385083e-07,-13.217939376831055,1.4600404272726977,2.6037104,0.1066138501164374,1.0
DTNB,1.3367489e-07,-13.218846321105957,1.4579826706731085,2.5968697,0.10707501342009274,1.0
CHD8,1.3358313e-07,-13.219320297241211,1.456907271062177,2.5933058,0.1073161378445172,1.0
OSBPL3,1.3308247e-07,-13.221909523010254,1.4510326031674514,2.573903,0.10863938624825681,1.0
TRAPPC12,1.3254976e-07,-13.224674224853516,1.4447597994006705,2.5533385,0.11006146486488035,1.0
WDFY3,1.3171201e-07,-13.229044914245605,1.4348431868918199,2.5211651,0.11232756185256579,1.0
CEP128,1.3095217e-07,-13.2330322265625,1.4257964147121336,2.49216,0.11441459594502117,1.0
SIL1,1.3075423e-07,-13.234075546264648,1.4234292372989363,2.4846318,0.11496325153670862,1.0
CDC42SE2,1.2947572e-07,-13.240845680236816,1.4080685494961154,2.43628,0.11855708384482377,1.0
RBM26,1.2940552e-07,-13.241219520568848,1.407220346986085,2.4336388,0.11875694160422194,1.0
INPP5B,1.2939346e-07,-13.241284370422363,1.4070732098159777,2.433185,0.11879131104300397,1.0
SORT1,1.2874195e-07,-13.24476146697998,1.3991840609599295,2.408744,0.12065913275766481,1.0
ARIH1,1.280688e-07,-13.248373031616211,1.3909898188541001,2.3836212,0.1226130304659662,1.0
KIAA1328,1.2785254e-07,-13.249537467956543,1.3883478411379084,2.375578,0.12324597990671254,1.0
RBM25,1.2675865e-07,-13.255455017089844,1.374921574365616,2.3351014,0.12648675658319522,1.0
DNAJC13,1.26537e-07,-13.256660461425781,1.3721865540271507,2.3269422,0.12715142976832647,1.0
UPF2,1.2652697e-07,-13.256714820861816,1.37206321845809,2.3265731,0.12718158735146018,1.0
CYRIB,1.2646304e-07,-13.257062911987305,1.37127343805972,2.3242226,0.12737384371695035,1.0
ETV6,1.2585063e-07,-13.260405540466309,1.3636893824534533,2.3017666,0.12922694413275945,1.0
DST,1.2528577e-07,-13.263503074645996,1.3566614187989157,2.2811508,0.13095467199693148,1.0
CDK19,1.2508373e-07,-13.26461410522461,1.3541406128698712,2.2737997,0.13157696117518958,1.0
ELF2,1.2505494e-07,-13.264772415161133,1.3537814250722562,2.2727528,0.1316658509590366,1.0
TMEM260,1.2500439e-07,-13.265050888061523,1.3531496007535602,2.270916,0.13182196989176923,1.0
PRKACB,1.2497033e-07,-13.265238761901855,1.3527233357166315,2.2696786,0.13192725995304616,1.0
HYCC1,1.2439635e-07,-13.268407821655273,1.3455330884185932,2.2488775,0.13371136198277647,1.0
DYM,1.241458e-07,-13.269795417785645,1.3423847857346793,2.2398276,0.13449597207814867,1.0
MTPN,1.2394761e-07,-13.270895004272461,1.339889945188595,2.232682,0.13511912518514999,1.0
ARHGAP32,1.2387683e-07,-13.27128791809082,1.338998467040298,2.2301326,0.1353422338529003,1.0
HCK,1.2383676e-07,-13.27151107788086,1.3384921420725755,2.22869,0.13546867014275152,1.0
MEF2A,1.2378642e-07,-13.271790504455566,1.337858153971966,2.2268786,0.13562759745861802,1.0
ST3GAL6,1.2339345e-07,-13.273979187011719,1.3328922744808442,2.212762,0.13687341190285163,1.0
PDSS2,1.2332427e-07,-13.274364471435547,1.3320181065878538,2.2102818,0.13709362203749376,1.0
POU2F1,1.2296279e-07,-13.276385307312012,1.32743305271348,2.1973436,0.13824879946243718,1.0
FAM193A,1.2286276e-07,-13.276945114135742,1.326162912730348,2.1937697,0.13856981093279006,1.0
GON4L,1.2202283e-07,-13.281665802001953,1.3154521922593008,2.1638775,0.1412877628972992,1.0
CSTPP1,1.2202128e-07,-13.2816743850708,1.3154327182220806,2.1638227,0.14129280359139357,1.0
STX12,1.2200002e-07,-13.281793594360352,1.3151622454829128,2.1630685,0.1413621445960422,1.0
MAP3K8,1.2185384e-07,-13.282618522644043,1.3132905741278713,2.1578884,0.14183949063841944,1.0
ADAP2,1.2171172e-07,-13.283421516418457,1.3114686697568365,2.1528578,0.1423047963261409,1.0
KCNQ1OT1,1.213605e-07,-13.285409927368164,1.3069571844675167,2.1404507,0.14345973734174006,1.0
CHST11,1.2117879e-07,-13.2864408493042,1.304618136219193,2.1340458,0.14406007593955755,1.0
LRMDA,1.2080542e-07,-13.28856372833252,1.2998015576800919,2.1209157,0.145299653331657,1.0
SLC1A3,1.20726e-07,-13.289015769958496,1.2987759250531674,2.1181278,0.1455643868721855,1.0
LAPTM4A,1.2025427e-07,-13.291708946228027,1.2926654049298871,2.1016073,0.14714438646207054,1.0
NEDD9,1.2011104e-07,-13.29252815246582,1.2908067162663255,2.0966039,0.1476267205945905,1.0
EPB41L3,1.1960219e-07,-13.295448303222656,1.2841812160476698,2.078877,0.1493500220551335,1.0
SDK1,1.1951474e-07,-13.295951843261719,1.2830387391974247,2.0758379,0.14964774356708563,1.0
GSN,1.1936338e-07,-13.296822547912598,1.2810632063105427,2.0705833,0.15016407517006777,1.0
RPS15A,1.1936197e-07,-13.296831130981445,1.2810437322733226,2.0705347,0.1501688638999615,1.0
SACM1L,1.18982946e-07,-13.299017906188965,1.2760821803460274,2.0574057,0.15146785601436297,1.0
HMBOX1,1.1864295e-07,-13.300986289978027,1.2716161344768877,2.0456645,0.1526403162597261,1.0
LCP2,1.1844746e-07,-13.302120208740234,1.269043397781923,2.0389285,0.15331760963634328,1.0
RASAL2,1.18065195e-07,-13.304342269897461,1.2640017859238342,2.0257895,0.15464853421412422,1.0
CSDE1,1.17939855e-07,-13.305072784423828,1.2623443289782135,2.0214903,0.15508686285002285,1.0
C2CD5,1.1777654e-07,-13.306025505065918,1.260182710846784,2.0158958,0.15565937185622097,1.0
C6orf62,1.17191014e-07,-13.30945110321045,1.2524104062140564,1.9959017,0.15772516987591917,1.0
FTCDNL1,1.1711225e-07,-13.309913635253906,1.2513609719860852,1.9932197,0.15800463471828433,1.0
SH3BGRL,1.16980836e-07,-13.310685157775879,1.2496104724181907,1.988749,0.1584717410279065,1.0
NBDY,1.1690363e-07,-13.311139106750488,1.2485805122274396,1.9861246,0.15874667338166018,1.0
SSBP2,1.163055e-07,-13.314664840698242,1.2405810104938109,1.965853,0.1608887340537486,1.0
SCYL2,1.1600823e-07,-13.316423416137695,1.2365909966456068,1.9558166,0.16196143024698045,1.0
ELOVL5,1.1598997e-07,-13.31653118133545,1.236346489289399,1.9552009,0.1620275037418173,1.0
PDK3,1.15832655e-07,-13.317463874816895,1.2342303105781496,1.949901,0.16259752096002644,1.0
PIK3AP1,1.1546759e-07,-13.319633483886719,1.2293077067252947,1.9376296,0.16392614184180543,1.0
ST8SIA4,1.1537152e-07,-13.320205688476562,1.228009437577289,1.9344065,0.16427715477688948,1.0
ADAM9,1.15177244e-07,-13.32136344909668,1.2253826063344906,1.9278972,0.16498868385646642,1.0
ATF7,1.1515847e-07,-13.3214750289917,1.2251294438506295,1.9272689,0.16505755500096914,1.0
NAALADL2,1.1498787e-07,-13.322493553161621,1.2228185247671794,1.9215628,0.16568448156848584,1.0
MACROH2A1,1.1489419e-07,-13.323054313659668,1.2215462210021337,1.9184332,0.1660294875124389,1.0
GLS,1.1451412e-07,-13.32533073425293,1.2163812735749844,1.9057618,0.16743480149063028,1.0
CNOT6L,1.14449186e-07,-13.325719833374023,1.2154984505543405,1.9036012,0.16767578688735124,1.0
NAV2,1.14321686e-07,-13.326485633850098,1.2137609336779263,1.8993621,0.16814973914450884,1.0
GMDS,1.141888e-07,-13.327284812927246,1.211947684434545,1.8949491,0.16864476915508594,1.0
NDUFAF6,1.1405274e-07,-13.328104019165039,1.2100889957709833,1.8904359,0.16915276081664793,1.0
PNISR,1.1387128e-07,-13.329197883605957,1.207607137916379,1.8844253,0.16983203678256004,1.0
DLG1,1.13805456e-07,-13.329594612121582,1.2067070046404285,1.8822473,0.17007894386830186,1.0
TCF12,1.13696935e-07,-13.33025074005127,1.2052183226840485,1.8786594,0.1704865976119012,1.0
TOP2B,1.1350396e-07,-13.331417083740234,1.2025720174040302,1.8722875,0.1712133177490675,1.0
ERCC6L2,1.1347343e-07,-13.331602096557617,1.2021522437128418,1.8712807,0.17132847482511393,1.0
PREP,1.1334841e-07,-13.332359313964844,1.2004342008736475,1.8671595,0.17180076197720684,1.0
ARID1B,1.1330449e-07,-13.332625389099121,1.1998305057198249,1.8657125,0.17196693837702842,1.0
FCHSD2,1.1302128e-07,-13.334343910217285,1.195931370711981,1.8563975,0.1730411557177385,1.0
SBF2,1.1294481e-07,-13.334809303283691,1.1948754451382697,1.8538862,0.17333207655211405,1.0
MBTD1,1.1269101e-07,-13.33635425567627,1.1913701184386543,1.8455639,0.17430022311339002,1.0
ADIPOR2,1.1241633e-07,-13.338029861450195,1.1875683536169108,1.8365779,0.17535256937885338,1.0
FGD2,1.1225168e-07,-13.33903694152832,1.1852833999164207,1.8312019,0.17598564770552783,1.0
PID1,1.1221884e-07,-13.339237213134766,1.1848290057146187,1.8301306,0.17611212314931424,1.0
INTS6,1.12122684e-07,-13.339825630187988,1.1834939522740862,1.8269956,0.17648282146579133,1.0
IMMP2L,1.1211145e-07,-13.339895248413086,1.183335996194412,1.8266295,0.17652616912800162,1.0
PCNX2,1.1199885e-07,-13.340584754943848,1.1817715818710652,1.8229622,0.17696108637147667,1.0
LRRC4C,1.11955266e-07,-13.340851783752441,1.1811657229353292,1.8215437,0.1771296365174535,1.0
FLI1,1.119455e-07,-13.340911865234375,1.1810294046747887,1.821226,0.17716741180913442,1.0
RUBCNL,1.118213e-07,-13.341673851013184,1.1793005429260277,1.817187,0.177648486779505,1.0
SMAD3,1.1121268e-07,-13.34542179107666,1.1707968800065902,1.7974596,0.18001992022979607,1.0
PTPRE,1.1118197e-07,-13.345611572265625,1.170366287405835,1.7964671,0.18014019688652455,1.0
ITGA9,1.1118049e-07,-13.345620155334473,1.170346813368615,1.7964193,0.1801459920423842,1.0
APOE,1.11067145e-07,-13.346320152282715,1.1687585974442212,1.7927583,0.18059044692563023,1.0
IKZF1,1.11035604e-07,-13.346515655517578,1.168315022151986,1.7917402,0.18071428315335683,1.0
IRAG2,1.1086079e-07,-13.347597122192383,1.1658612934622552,1.7861028,0.1814017233410377,1.0
BCL2,1.10800876e-07,-13.347968101501465,1.1650195822979648,1.7841729,0.18163775301594437,1.0
EPS15,1.1077565e-07,-13.348124504089355,1.1646647220641766,1.7833605,0.18173721955246822,1.0
PAXBP1,1.1072977e-07,-13.348408699035645,1.1640199150540005,1.7818836,0.18191820154090052,1.0
TMEM241,1.1071388e-07,-13.34850788116455,1.1637948817350128,1.7813721,0.1819809343334708,1.0
ATRX,1.10368966e-07,-13.3506498336792,1.1589350275576447,1.7702903,0.1833461617094978,1.0
EIF2B3,1.10286514e-07,-13.35116195678711,1.1577730766701795,1.7676462,0.18367364958046836,1.0
ITGB1,1.1027875e-07,-13.351210594177246,1.1576627237925992,1.7673973,0.18370451383627667,1.0
ARL15,1.10013204e-07,-13.352865219116211,1.1539085621729492,1.7588959,0.18476229405453848,1.0
CSNK1G3,1.0987164e-07,-13.35374927520752,1.1519027363392804,1.7543724,0.18532800886357523,1.0
COX4I1,1.0964725e-07,-13.355152130126953,1.148719813144753,1.7472137,0.1862273901548261,1.0
TMEM161B-DT,1.0963499e-07,-13.355229377746582,1.1485445468097721,1.746823,0.18627663039622372,1.0
BROX,1.0961142e-07,-13.355376243591309,1.1482113243951175,1.7460719,0.186371307882476,1.0
CCDC18-AS1,1.095562e-07,-13.355722427368164,1.147425871560574,1.744313,0.18659326753119426,1.0
CAMKMT,1.0951065e-07,-13.35600757598877,1.1467789007684845,1.742863,0.18677646675635085,1.0
ACACA,1.0950892e-07,-13.356019020080566,1.1467529353855244,1.7428077,0.18678345966830912,1.0
PHF21A,1.0933481e-07,-13.357110977172852,1.1442754050947468,1.7372706,0.18748503248334902,1.0
LPAR1,1.0916986e-07,-13.358146667480469,1.1419255379368565,1.7320325,0.18815153175851212,1.0
AMPD3,1.0913598e-07,-13.358360290527344,1.1414408507882676,1.7309576,0.188288645897435,1.0
RAB33B-AS1,1.0900854e-07,-13.359161376953125,1.1396232739810597,1.7269174,0.18880505506018122,1.0
PIK3CA,1.08942835e-07,-13.359575271606445,1.1386841926306688,1.7248362,0.18907170435113815,1.0
AP3S2,1.0887662e-07,-13.359992980957031,1.1377364561526246,1.7227402,0.18934070628407945,1.0
ANGEL1,1.08647804e-07,-13.361435890197754,1.134462654117737,1.7155067,0.19027246378115836,1.0
SLC38A4-AS1,1.0856367e-07,-13.361968040466309,1.1332552638100915,1.7128509,0.19061589455615535,1.0
PPM1L,1.08484755e-07,-13.362466812133789,1.1321236058694133,1.7103616,0.190938461481796,1.0
ARHGAP15,1.0846924e-07,-13.362565040588379,1.131900736332339,1.7098724,0.19100193132519444,1.0
ARFGEF2,1.0841414e-07,-13.362913131713867,1.1311109559339687,1.7081358,0.1912274140376621,1.0
KANSL1,1.0826916e-07,-13.363831520080566,1.1290272339514196,1.7035704,0.1918217122887102,1.0
HNRNPC,1.082498e-07,-13.363954544067383,1.1287481060845983,1.7029611,0.19190118634781334,1.0
NDUFS4,1.081448e-07,-13.364620208740234,1.127237786309085,1.6996591,0.19233256423652326,1.0
FAM120B,1.08138174e-07,-13.364662170410156,1.127142579904898,1.6994509,0.19235980954862814,1.0
PRKCB,1.0812326e-07,-13.36475658416748,1.126928365495477,1.698982,0.1924211630860804,1.0
CNOT2,1.079771e-07,-13.365684509277344,1.1248230056937945,1.6943918,0.19302303746972566,1.0
CLASP2,1.07958826e-07,-13.365800857543945,1.1245590243003665,1.6938183,0.19309839299610732,1.0
EPC1,1.078254e-07,-13.366649627685547,1.1226332583974914,1.6896341,0.19364921187983913,1.0
CD2AP,1.0775335e-07,-13.367108345031738,1.1215924792971734,1.6873769,0.19394711840048973,1.0
GRID2,1.076666e-07,-13.367660522460938,1.120339649569348,1.684661,0.19430626067965648,1.0
DLEU2,1.0761496e-07,-13.367989540100098,1.1195931448092447,1.6830453,0.19452029898947593,1.0
PIP5K1A,1.07555095e-07,-13.36837100982666,1.1187276320439075,1.6811733,0.19476861821757563,1.0
